Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	01_01 Spectral Count	01_02 Spectral Count	02_01 Spectral Count	02_02 Spectral Count	01_01 Unique Spectral Count	01_02 Unique Spectral Count	02_01 Unique Spectral Count	02_02 Unique Spectral Count	01_01 Total Spectral Count	01_02 Total Spectral Count	02_01 Total Spectral Count	02_02 Total Spectral Count	01_01 Intensity	01_02 Intensity	02_01 Intensity	02_02 Intensity	01_01 Unique Intensity	01_02 Unique Intensity	02_01 Unique Intensity	02_02 Unique Intensity	01_01 Total Intensity	01_02 Total Intensity	02_01 Total Intensity	02_02 Total Intensity	01_01 MaxLFQ Intensity	01_02 MaxLFQ Intensity	02_01 MaxLFQ Intensity	02_02 MaxLFQ Intensity	01_01 MaxLFQ Unique Intensity	01_02 MaxLFQ Unique Intensity	02_01 MaxLFQ Unique Intensity	02_02 MaxLFQ Unique Intensity	01_01 MaxLFQ Total Intensity	01_02 MaxLFQ Total Intensity	02_01 MaxLFQ Total Intensity	02_02 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P80297|MT1X_HUMAN	P80297	MT1X_HUMAN	MT1X	61	78.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metallothionein-1X	0.9988	0.9990	2	15	0	15	8	0	1	6	0	0	0	0	8	0	1	6	2594515.0	0.0	538886.4	2050182.8	0.0	0.0	0.0	0.0	2594515.0	0.0	538886.4	2050182.8	1245371.8	0.0	954553.5	1174599.9	0.0	0.0	0.0	0.0	1245371.8	0.0	954553.5	1174599.9	
sp|Q03591|FHR1_HUMAN	Q03591	FHR1_HUMAN	CFHR1	330	47.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement factor H-related protein 1	1.0000	0.9990	11	57	22	83	22	5	11	19	8	4	5	5	33	5	13	32	5.2135644E7	0.0	3569551.8	3.4846344E7	7780628.5	757015.5	3537852.2	6424628.0	5.2135644E7	0.0	3569551.8	3.4846344E7	6184870.0	6162748.0	6094633.5	6570206.5	2135395.0	2691966.2	3625379.2	2665650.2	6112656.5	6162748.0	6094633.5	6647825.5	
sp|Q04721|NOTC2_HUMAN	Q04721	NOTC2_HUMAN	NOTCH2	2471	15.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurogenic locus notch homolog protein 2	1.0000	0.9990	8	22	22	22	14	1	4	3	14	1	4	3	14	1	4	3	1.3113241E7	5130715.0	1649527.8	6565848.0	1.3113241E7	5130715.0	1649527.8	6565848.0	1.3113241E7	5130715.0	1649527.8	6565848.0	7467560.0	5225656.0	1070284.4	5555566.5	7467560.0	5225656.0	1070284.4	5555566.5	7467560.0	5225656.0	1070284.4	5555566.5	
sp|Q05193|DYN1_HUMAN	Q05193	DYN1_HUMAN	DNM1	864	18.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynamin-1	1.0000	0.9987	2	9	9	9	4	0	2	3	4	0	2	3	4	0	2	3	2395073.0	0.0	0.0	1347726.1	2395073.0	0.0	0.0	1347726.1	2395073.0	0.0	0.0	1347726.1	1759732.4	0.0	0.0	965320.06	1759732.4	0.0	0.0	965320.06	1759732.4	0.0	0.0	965320.06	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	36.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0000	0.9990	7	19	16	24	10	0	3	6	9	0	2	5	13	0	3	8	5694411.5	0.0	1907567.8	5322049.0	3999146.5	0.0	1927684.8	3636090.2	6665027.0	0.0	1907567.8	6412895.0	2391961.5	0.0	1660371.9	2211308.0	1546031.1	0.0	1208177.5	1414999.0	2378134.2	0.0	1660371.9	2224165.5	
sp|Q13554|KCC2B_HUMAN	Q13554	KCC2B_HUMAN	CAMK2B	666	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium/calmodulin-dependent protein kinase type II subunit beta	1.0000	0.9990	4	7	5	8	3	0	1	3	2	0	1	2	4	0	1	3	3762824.8	0.0	0.0	2842638.5	2196054.0	0.0	0.0	1891117.0	4885927.0	0.0	0.0	1891117.0	2196054.0	0.0	0.0	1891117.0	2196054.0	0.0	0.0	1891117.0	2196054.0	0.0	0.0	1891117.0	
sp|Q16143|SYUB_HUMAN	Q16143	SYUB_HUMAN	SNCB	134	17.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-synuclein	1.0000	0.9989	2	3	2	3	1	0	1	1	1	0	1	0	1	0	1	1	578443.6	0.0	546226.3	894171.75	578443.6	0.0	546226.3	894171.75	578443.6	0.0	546226.3	894171.75	631132.94	0.0	595981.0	975637.06	578443.6	0.0	546226.3	894171.75	631132.94	0.0	595981.0	975637.06	
sp|Q6GTX8|LAIR1_HUMAN	Q6GTX8	LAIR1_HUMAN	LAIR1	287	20.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leukocyte-associated immunoglobulin-like receptor 1	1.0000	0.9990	2	15	3	15	2	6	4	3	1	0	0	2	2	6	4	3	2.2018866E7	1.1196544E7	4.917224E7	1.2832356E7	1044514.94	0.0	0.0	1018354.1	2.2018866E7	1.1196544E7	4.917224E7	1.2832356E7	1.9584222E7	1.1196544E7	4.917224E7	1.2652585E7	1044514.94	0.0	0.0	1018354.1	1.9584222E7	1.1196544E7	4.917224E7	1.2652585E7	
sp|Q7Z3Y8|K1C27_HUMAN	Q7Z3Y8	K1C27_HUMAN	KRT27	459	23.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 27	1.0000	0.9990	4	3	3	197	1	0	0	2	1	0	0	2	69	7	33	88	919014.1	0.0	0.0	3250130.5	919014.1	0.0	0.0	3250130.5	3.407374E7	7.3011968E7	1.0161524E8	6.4662496E7	919014.1	0.0	0.0	1731829.0	919014.1	0.0	0.0	1731829.0	2.4635234E7	5.496392E7	4.8657164E7	4.645456E7	
sp|Q92496|FHR4_HUMAN	Q92496	FHR4_HUMAN	CFHR4	578	10.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement factor H-related protein 4	1.0000	0.9990	3	18	9	18	5	0	6	7	2	0	4	3	5	0	6	7	809253.1	141202.27	2036381.9	0.0	272115.9	0.0	2235841.2	0.0	809253.1	141202.27	2036381.9	0.0	550043.2	185738.5	1050329.8	0.0	272115.9	0.0	1414807.9	0.0	550043.2	185738.5	1050329.8	0.0	
sp|Q9BYP9|KRA99_HUMAN	Q9BYP9	KRA99_HUMAN	KRTAP9-9	154	63.00	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Keratin-associated protein 9-9	1.0000	0.9990	2	3	1	3	0	1	2	0	0	1	0	0	0	1	2	0	0.0	0.0	758797.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	758797.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NNX6|CD209_HUMAN	Q9NNX6	CD209_HUMAN	CD209	404	26.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD209 antigen	1.0000	0.9990	3	5	4	5	2	0	2	1	2	0	2	0	2	0	2	1	904046.2	0.0	276398.97	878920.75	904046.2	0.0	276398.97	878920.75	904046.2	0.0	276398.97	878920.75	904046.2	0.0	276398.97	878920.75	904046.2	0.0	276398.97	878920.75	904046.2	0.0	276398.97	878920.75	
sp|Q9NZ53|PDXL2_HUMAN	Q9NZ53	PDXL2_HUMAN	PODXL2	605	20.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Podocalyxin-like protein 2	1.0000	0.9990	3	21	21	21	6	3	3	9	6	3	3	9	6	3	3	9	1.6308342E7	1.3691455E7	1253527.2	1.4877814E7	1.6308342E7	1.3691455E7	1253527.2	1.4877814E7	1.6308342E7	1.3691455E7	1253527.2	1.4877814E7	1.465904E7	9095646.0	1355617.9	8008972.5	1.465904E7	9095646.0	1355617.9	8008972.5	1.465904E7	9095646.0	1355617.9	8008972.5	
sp|Q9Y5I4|PCDC2_HUMAN	Q9Y5I4	PCDC2_HUMAN	PCDHAC2	1007	19.10	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Protocadherin alpha-C2	1.0000	0.9990	5	16	16	16	7	0	2	7	7	0	2	7	7	0	2	7	8447031.0	0.0	1735801.4	6805583.0	8447031.0	0.0	1735801.4	6805583.0	8447031.0	0.0	1735801.4	6805583.0	2864799.8	0.0	1606446.6	3677918.0	2864799.8	0.0	1606446.6	3677918.0	2864799.8	0.0	1606446.6	3677918.0	
sp|Q9UN73|PCDA6_HUMAN	Q9UN73	PCDA6_HUMAN	PCDHA6	950	7.10	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Protocadherin alpha-6	0.9994	0.9984	2	2	0	2	1	0	1	0	0	0	0	0	1	0	1	0	35351.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35351.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A075B6K4|LV310_HUMAN	A0A075B6K4	LV310_HUMAN	IGLV3-10	115	21.70	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 3-10	0.9999	0.9989	2	15	3	15	1	5	4	5	0	0	0	3	1	5	4	5	917490.4	1429658.0	1526108.1	647235.3	0.0	0.0	0.0	631226.5	917490.4	1429658.0	1526108.1	647235.3	917490.4	1429658.0	1526108.1	647235.3	0.0	0.0	0.0	0.0	917490.4	1429658.0	1526108.1	647235.3	
sp|O00592|PODXL_HUMAN	O00592	PODXL_HUMAN	PODXL	558	15.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Podocalyxin	0.9999	0.9989	2	7	7	7	5	0	1	1	5	0	1	1	5	0	1	1	884923.4	1521212.2	764205.56	1228571.8	884923.4	1521212.2	764205.56	1228571.8	884923.4	1521212.2	764205.56	1228571.8	884923.4	1521212.2	764205.56	1228571.8	884923.4	1521212.2	764205.56	1228571.8	884923.4	1521212.2	764205.56	1228571.8	
sp|O00754|MA2B1_HUMAN	O00754	MA2B1_HUMAN	MAN2B1	1011	13.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosomal alpha-mannosidase	0.9999	0.9990	2	5	5	5	2	0	0	3	2	0	0	3	2	0	0	3	602887.7	0.0	0.0	1616425.2	602887.7	0.0	0.0	1616425.2	602887.7	0.0	0.0	1616425.2	687610.4	0.0	0.0	801280.25	687610.4	0.0	0.0	801280.25	687610.4	0.0	0.0	801280.25	
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	13.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prosaposin receptor GPR37	0.9999	0.9989	2	25	25	25	6	5	7	7	6	5	7	7	6	5	7	7	3422183.0	3556533.2	0.0	4417479.0	3422183.0	3556533.2	0.0	4417479.0	3422183.0	3556533.2	0.0	4417479.0	1914249.5	4932875.5	0.0	2163061.8	1914249.5	4932875.5	0.0	2163061.8	1914249.5	4932875.5	0.0	2163061.8	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	6.50	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Neurexophilin-4	0.9999	0.9990	2	16	16	16	4	2	4	6	4	2	4	6	4	2	4	6	3225703.5	1295299.4	1507625.9	6429333.0	3225703.5	1295299.4	1507625.9	6429333.0	3225703.5	1295299.4	1507625.9	6429333.0	2688460.0	1295299.4	1507625.9	5550781.0	2688460.0	1295299.4	1507625.9	5550781.0	2688460.0	1295299.4	1507625.9	5550781.0	
sp|P01185|NEU2_HUMAN	P01185	NEU2_HUMAN	AVP	164	26.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vasopressin-neurophysin 2-copeptin	0.9999	0.9990	2	9	4	9	2	0	5	2	0	0	3	1	2	0	5	2	0.0	0.0	680142.9	862357.6	0.0	0.0	1535168.2	862357.6	0.0	0.0	680142.9	862357.6	0.0	0.0	762591.7	966883.94	0.0	0.0	762591.7	966883.94	0.0	0.0	762591.7	966883.94	
sp|P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	112	46.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-19	0.9999	0.9972	2	7	7	7	3	1	2	1	3	1	2	1	3	1	2	1	9819096.0	891907.94	1367781.0	8275186.5	9819096.0	891907.94	1367781.0	8275186.5	9819096.0	891907.94	1367781.0	8275186.5	3074926.5	1096792.9	1681981.4	3273524.8	3074926.5	1096792.9	1681981.4	3273524.8	3074926.5	1096792.9	1681981.4	3273524.8	
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	22.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sex hormone-binding globulin	0.9999	0.9985	2	4	4	4	2	0	1	1	2	0	1	1	2	0	1	1	732332.94	0.0	0.0	997050.8	732332.94	0.0	0.0	997050.8	732332.94	0.0	0.0	997050.8	732332.94	0.0	0.0	997050.8	732332.94	0.0	0.0	997050.8	732332.94	0.0	0.0	997050.8	
sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	320	21.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A5	0.9999	0.9988	2	7	7	7	5	0	1	1	5	0	1	1	5	0	1	1	1220954.5	0.0	0.0	1225579.0	1220954.5	0.0	0.0	1225579.0	1220954.5	0.0	0.0	1225579.0	1220954.5	0.0	0.0	1225579.0	1220954.5	0.0	0.0	1225579.0	1220954.5	0.0	0.0	1225579.0	
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 1	0.9999	0.9990	2	16	16	16	5	1	6	4	5	1	6	4	5	1	6	4	1.6216094E7	2.0814208E7	6979495.5	1.5617296E7	1.6216094E7	2.0814208E7	6979495.5	1.5617296E7	1.6216094E7	2.0814208E7	6979495.5	1.5617296E7	1.4330969E7	1.1685981E7	5931464.0	1.4447306E7	1.4330969E7	1.1685981E7	5931464.0	1.4447306E7	1.4330969E7	1.1685981E7	5931464.0	1.4447306E7	
sp|P13473|LAMP2_HUMAN	P13473	LAMP2_HUMAN	LAMP2	410	17.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 2	0.9999	0.9985	2	12	12	12	4	3	2	3	4	3	2	3	4	3	2	3	4272644.0	1666948.0	5.7333652E7	2659440.8	4272644.0	1666948.0	5.7333652E7	2659440.8	4272644.0	1666948.0	5.7333652E7	2659440.8	3089111.8	4150283.5	1.42746448E8	329742.12	3089111.8	4150283.5	1.42746448E8	329742.12	3089111.8	4150283.5	1.42746448E8	329742.12	
sp|P14415|AT1B2_HUMAN	P14415	AT1B2_HUMAN	ATP1B2	290	30.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-2	0.9999	0.9990	2	5	5	5	1	0	1	3	1	0	1	3	1	0	1	3	638944.0	0.0	801781.1	880395.94	638944.0	0.0	801781.1	880395.94	638944.0	0.0	801781.1	880395.94	638944.0	0.0	801781.1	880395.94	638944.0	0.0	801781.1	880395.94	638944.0	0.0	801781.1	880395.94	
sp|P14550|AK1A1_HUMAN	P14550	AK1A1_HUMAN	AKR1A1	325	8.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member A1	0.9999	0.9990	2	5	5	5	4	0	0	1	4	0	0	1	4	0	0	1	1815474.1	0.0	0.0	546456.3	1815474.1	0.0	0.0	546456.3	1815474.1	0.0	0.0	546456.3	1193670.2	0.0	0.0	546456.3	1193670.2	0.0	0.0	546456.3	1193670.2	0.0	0.0	546456.3	
sp|P17936|IBP3_HUMAN	P17936	IBP3_HUMAN	IGFBP3	291	50.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 3	0.9999	0.9990	2	7	7	7	2	0	3	2	2	0	3	2	2	0	3	2	2181494.0	0.0	0.0	2627691.0	2181494.0	0.0	0.0	2627691.0	2181494.0	0.0	0.0	2627691.0	2181494.0	0.0	0.0	2627691.0	2181494.0	0.0	0.0	2627691.0	2181494.0	0.0	0.0	2627691.0	
sp|P23229|ITA6_HUMAN	P23229	ITA6_HUMAN	ITGA6	1130	14.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin alpha-6	0.9999	0.9990	1	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	1086818.8	0.0	0.0	314683.3	1086818.8	0.0	0.0	314683.3	1086818.8	0.0	0.0	314683.3	1086818.8	0.0	0.0	314683.3	1086818.8	0.0	0.0	314683.3	1086818.8	0.0	0.0	314683.3	
sp|P31431|SDC4_HUMAN	P31431	SDC4_HUMAN	SDC4	198	37.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syndecan-4	0.9999	0.9981	2	4	4	4	3	0	0	1	3	0	0	1	3	0	0	1	1455385.2	0.0	0.0	847361.56	1455385.2	0.0	0.0	847361.56	1455385.2	0.0	0.0	847361.56	754541.4	0.0	0.0	847361.56	754541.4	0.0	0.0	847361.56	754541.4	0.0	0.0	847361.56	
sp|P48058|GRIA4_HUMAN	P48058	GRIA4_HUMAN	GRIA4	902	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamate receptor 4	0.9999	0.9990	2	7	7	7	3	0	2	2	3	0	2	2	3	0	2	2	4247744.5	0.0	1618507.8	1573415.2	4247744.5	0.0	1618507.8	1573415.2	4247744.5	0.0	1618507.8	1573415.2	3013909.0	0.0	1105443.2	1309425.9	3013909.0	0.0	1105443.2	1309425.9	3013909.0	0.0	1105443.2	1309425.9	
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysozyme C	0.9999	0.9990	2	13	13	13	8	0	0	5	8	0	0	5	8	0	0	5	2517834.5	0.0	0.0	2184884.0	2517834.5	0.0	0.0	2184884.0	2517834.5	0.0	0.0	2184884.0	1668629.8	0.0	0.0	2184884.0	1668629.8	0.0	0.0	2184884.0	1668629.8	0.0	0.0	2184884.0	
sp|P69849|NOMO3_HUMAN	P69849	NOMO3_HUMAN	NOMO3	1222	10.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nodal modulator 3	0.9999	0.9988	2	5	0	5	3	0	1	1	0	0	0	0	3	0	1	1	1430282.8	0.0	527968.0	1867034.2	0.0	0.0	0.0	0.0	1430282.8	0.0	527968.0	1867034.2	818226.3	0.0	527968.0	1115929.6	0.0	0.0	0.0	0.0	818226.3	0.0	527968.0	1115929.6	sp|Q15155|NOMO1_HUMAN, sp|Q5JPE7|NOMO2_HUMAN
sp|Q10567|AP1B1_HUMAN	Q10567	AP1B1_HUMAN	AP1B1	949	13.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-1 complex subunit beta-1	0.9999	0.9988	4	6	6	14	3	0	0	3	3	0	0	3	9	0	1	4	3307668.5	0.0	0.0	1616761.4	3307668.5	0.0	0.0	1616761.4	4133819.5	0.0	0.0	1802949.8	3307668.5	0.0	0.0	929593.75	3307668.5	0.0	0.0	929593.75	2375138.8	0.0	0.0	1294571.9	
sp|Q16775|GLO2_HUMAN	Q16775	GLO2_HUMAN	HAGH	308	15.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hydroxyacylglutathione hydrolase, mitochondrial	0.9999	0.9990	2	5	5	5	2	0	1	2	2	0	1	2	2	0	1	2	1.1231798E7	0.0	867388.7	3457676.8	1.1231798E7	0.0	867388.7	3457676.8	1.1231798E7	0.0	867388.7	3457676.8	3047623.5	0.0	3252323.0	2412500.2	3047623.5	0.0	3252323.0	2412500.2	3047623.5	0.0	3252323.0	2412500.2	
sp|Q6NUJ2|CK087_HUMAN	Q6NUJ2	CK087_HUMAN	C11orf87	197	25.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C11orf87	0.9999	0.9990	2	16	16	16	2	2	4	8	2	2	4	8	2	2	4	8	7128432.0	4124755.8	0.0	6828778.5	7128432.0	4124755.8	0.0	6828778.5	7128432.0	4124755.8	0.0	6828778.5	7128432.0	4124755.8	0.0	6828778.5	7128432.0	4124755.8	0.0	6828778.5	7128432.0	4124755.8	0.0	6828778.5	
sp|Q6UX15|LAYN_HUMAN	Q6UX15	LAYN_HUMAN	LAYN	382	17.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Layilin	0.9999	0.9990	2	5	5	5	2	1	0	2	2	1	0	2	2	1	0	2	1248868.5	0.0	0.0	865787.56	1248868.5	0.0	0.0	865787.56	1248868.5	0.0	0.0	865787.56	1248868.5	0.0	0.0	865787.56	1248868.5	0.0	0.0	865787.56	1248868.5	0.0	0.0	865787.56	
sp|Q8NFZ4|NLGN2_HUMAN	Q8NFZ4	NLGN2_HUMAN	NLGN2	835	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuroligin-2	0.9999	0.9990	3	13	8	13	3	3	2	5	2	1	1	4	3	3	2	5	1.8913014E7	3129297.8	830054.0	2.0545282E7	4321639.0	655662.75	339814.66	2567683.2	1.8913014E7	3129297.8	830054.0	2.0545282E7	1.3486938E7	2489100.0	797707.6	1.1878792E7	3325432.5	655662.75	339814.66	2016161.0	1.3486938E7	2489100.0	797707.6	1.1878792E7	
sp|Q8TBP5|F174A_HUMAN	Q8TBP5	F174A_HUMAN	FAM174A	190	28.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane protein FAM174A	0.9999	0.9983	2	13	13	13	6	2	2	3	6	2	2	3	6	2	2	3	4.9057756E7	1.8753296E7	7402783.0	5.3413908E7	4.9057756E7	1.8753296E7	7402783.0	5.3413908E7	4.9057756E7	1.8753296E7	7402783.0	5.3413908E7	4.5557732E7	1.8753296E7	7402783.0	5.4191592E7	4.5557732E7	1.8753296E7	7402783.0	5.4191592E7	4.5557732E7	1.8753296E7	7402783.0	5.4191592E7	
sp|Q92832|NELL1_HUMAN	Q92832	NELL1_HUMAN	NELL1	810	9.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein kinase C-binding protein NELL1	0.9999	0.9988	2	4	4	4	2	0	0	2	2	0	0	2	2	0	0	2	2648108.8	0.0	0.0	930578.44	2648108.8	0.0	0.0	930578.44	2648108.8	0.0	0.0	930578.44	1626234.5	0.0	0.0	930578.44	1626234.5	0.0	0.0	930578.44	1626234.5	0.0	0.0	930578.44	
sp|Q9BRA2|TXD17_HUMAN	Q9BRA2	TXD17_HUMAN	TXNDC17	123	32.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 17	0.9999	0.9990	2	16	16	16	7	2	2	5	7	2	2	5	7	2	2	5	5599169.5	2340018.5	2358327.8	3515544.0	5599169.5	2340018.5	2358327.8	3515544.0	5599169.5	2340018.5	2358327.8	3515544.0	4854361.0	2340018.5	2358327.8	2966679.5	4854361.0	2340018.5	2358327.8	2966679.5	4854361.0	2340018.5	2358327.8	2966679.5	
sp|Q9BYR8|KRA31_HUMAN	Q9BYR8	KRA31_HUMAN	KRTAP3-1	98	24.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin-associated protein 3-1	0.9999	0.9990	2	22	22	22	0	0	22	0	0	0	22	0	0	0	22	0	0.0	0.0	6341988.0	0.0	0.0	0.0	6341988.0	0.0	0.0	0.0	6341988.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4G4|GAPR1_HUMAN	Q9H4G4	GAPR1_HUMAN	GLIPR2	154	40.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi-associated plant pathogenesis-related protein 1	0.9999	0.9990	2	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	1334729.8	0.0	0.0	1171124.4	1334729.8	0.0	0.0	1171124.4	1334729.8	0.0	0.0	1171124.4	794099.9	0.0	0.0	683148.94	794099.9	0.0	0.0	683148.94	794099.9	0.0	0.0	683148.94	
sp|Q9HCY8|S10AE_HUMAN	Q9HCY8	S10AE_HUMAN	S100A14	104	35.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-A14	0.9999	0.9990	2	5	5	5	2	0	0	3	2	0	0	3	2	0	0	3	493373.12	0.0	0.0	384952.6	493373.12	0.0	0.0	384952.6	493373.12	0.0	0.0	384952.6	493373.12	0.0	0.0	384952.6	493373.12	0.0	0.0	384952.6	493373.12	0.0	0.0	384952.6	
sp|Q9NS85|CAH10_HUMAN	Q9NS85	CAH10_HUMAN	CA10	328	19.80	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Carbonic anhydrase-related protein 10	0.9999	0.9990	2	9	9	9	4	0	1	4	4	0	1	4	4	0	1	4	940444.7	0.0	1183110.4	1150953.8	940444.7	0.0	1183110.4	1150953.8	940444.7	0.0	1183110.4	1150953.8	940444.7	0.0	1183110.4	1150953.8	940444.7	0.0	1183110.4	1150953.8	940444.7	0.0	1183110.4	1150953.8	
sp|Q9UIB8|SLAF5_HUMAN	Q9UIB8	SLAF5_HUMAN	CD84	345	18.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	SLAM family member 5	0.9999	0.9990	2	4	4	4	1	0	0	3	1	0	0	3	1	0	0	3	2570835.0	0.0	0.0	1986872.2	2570835.0	0.0	0.0	1986872.2	2570835.0	0.0	0.0	1986872.2	1550046.1	0.0	0.0	1953855.5	1550046.1	0.0	0.0	1953855.5	1550046.1	0.0	0.0	1953855.5	
tr|A0A075B7B8|A0A075B7B8_HUMAN	A0A075B7B8	A0A075B7B8_HUMAN	IGHV3OR16-12	117	18.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3/OR16-12 (non-functional) (Fragment)	0.9999	0.9990	2	31	18	31	12	1	7	11	8	1	3	6	12	1	7	11	1.2080434E7	0.0	3198300.5	7281395.0	1934786.0	0.0	1013108.25	2135442.5	1.2080434E7	0.0	3198300.5	7281395.0	6727715.0	0.0	3104076.8	5463050.0	1137298.5	0.0	1013108.25	1200841.8	6727715.0	0.0	3104076.8	5463050.0	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC8	130	12.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2A type 1-B/E	0.9998	0.9985	2	19	0	19	9	0	2	8	0	0	0	0	9	0	2	8	4585042.0	0.0	3487900.5	4512772.0	0.0	0.0	0.0	0.0	4585042.0	0.0	3487900.5	4512772.0	4585042.0	0.0	3487900.5	4512772.0	0.0	0.0	0.0	0.0	4585042.0	0.0	3487900.5	4512772.0	sp|P0C0S8|H2A1_HUMAN, sp|P16104|H2AX_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q8IUE6|H2A2B_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P61224|RAP1B_HUMAN	P61224	RAP1B_HUMAN	RAP1B	184	11.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rap-1b	0.9999	0.9989	2	3	0	3	2	0	0	1	0	0	0	0	2	0	0	1	3949446.2	0.0	0.0	1185737.6	0.0	0.0	0.0	0.0	3949446.2	0.0	0.0	1185737.6	3295941.0	0.0	0.0	1185737.6	0.0	0.0	0.0	0.0	3295941.0	0.0	0.0	1185737.6	sp|P62834|RAP1A_HUMAN
